2, 0, 0.4095359837966889, {'alpha': 1000}
2, 1, 0.377849676440347, {'alpha': 1000}
2, 2, 0.43287021716987584, {'alpha': 1000}
2, 3, 0.4608253703280763, {'alpha': 1000}
2, 4, 0.3267611445018746, {'alpha': 1000}
2, 5, 0.34361184579957976, {'alpha': 1000}
2, 6, 0.4104543532314702, {'alpha': 1000}
2, 7, 0.2959116674954933, {'alpha': 1000}
2, 8, 0.28766848228120984, {'alpha': 1000}
2, 9, 0.36611129487588995, {'alpha': 1000}
2, 10, 0.2819226090670348, {'alpha': 1000}
2, 11, 0.2517632652683025, {'alpha': 1000}
2, 12, 0.22461538229909053, {'alpha': 1000}
2, 13, 0.20032978916866523, {'alpha': 1000}
2, 14, 0.3673366368739456, {'alpha': 1000}
2, 15, 0.3673035627401592, {'alpha': 1000}
2, 16, 0.38895351834688663, {'alpha': 1000}
2, 17, 0.3650652199807722, {'alpha': 1000}
2, 18, 0.3625677349414766, {'alpha': 1000}
2, 19, 0.38580714964028284, {'alpha': 1000}
2, 20, 0.41996975010893023, {'alpha': 1000}
2, 21, 0.381277654074284, {'alpha': 1000}
2, 22, 0.3574044653747766, {'alpha': 1000}
2, 23, 0.35008586951689236, {'alpha': 1000}
2, 24, 0.4349968353294453, {'alpha': 1000}
2, 25, 0.39316356705270306, {'alpha': 1000}
2, 26, 0.3609598042354623, {'alpha': 1000}
2, 27, 0.33638498163735436, {'alpha': 1000}
2, 28, 0.3951309873081336, {'alpha': 1000}
2, 29, 0.4027182409916462, {'alpha': 1000}
2, 30, 0.2510642639394031, {'alpha': 1000}
2, 31, 0.3642282236446102, {'alpha': 1000}
2, 32, 0.35548631210782583, {'alpha': 1000}
2, 33, 0.15831237480787377, {'alpha': 1000}
2, 34, 0.2957710143017324, {'alpha': 1000}
2, 35, 0.31906416912017904, {'alpha': 1000}
2, 36, 0.33288937575338035, {'alpha': 1000}
2, 37, 0.36008047090739487, {'alpha': 1000}
2, 38, 0.3228716747159273, {'alpha': 1000}
2, 39, 0.3467638462933177, {'alpha': 1000}
2, 40, 0.41251733818054725, {'alpha': 1000}
2, 41, 0.39677752059263194, {'alpha': 1000}
2, 42, 0.3653086366984767, {'alpha': 1000}
2, 43, 0.3491991067396158, {'alpha': 1000}
2, 44, 0.44252560546738196, {'alpha': 1000}
2, 45, 0.41861952921129636, {'alpha': 1000}
2, 46, 0.3897915461284607, {'alpha': 1000}
2, 47, 0.47784267850919426, {'alpha': 1000}
2, 48, 0.44964161640229666, {'alpha': 1000}
2, 49, 0.48441451422133397, {'alpha': 1000}
2, 50, 0.44695157309089706, {'alpha': 1000}
2, 51, 0.35231297755379076, {'alpha': 1000}
2, 52, 0.3142507554736254, {'alpha': 1000}
2, 53, 0.2672961258761038, {'alpha': 1000}
2, 54, 0.2844536960777467, {'alpha': 1000}
2, 55, 0.3201345780863565, {'alpha': 1000}
2, 56, 0.29032405894305596, {'alpha': 1000}
2, 57, 0.30190909339746635, {'alpha': 1000}
2, 58, 0.3935158576232877, {'alpha': 1000}
2, 59, 0.3746227407971851, {'alpha': 1000}
2, 60, 0.3316874427295817, {'alpha': 1000}
2, 61, 0.4090237545952664, {'alpha': 1000}
2, 62, 0.4096221083461194, {'alpha': 1000}
2, 63, 0.4040571043584257, {'alpha': 1000}
2, 64, 0.43257603513879944, {'alpha': 1000}
2, 65, 0.43576364346737423, {'alpha': 1000}
2, 66, 0.44818223411937524, {'alpha': 1000}
